Transaction_ID,Date,Store_ID,Store_Name,City,Category,Product_Name,Unit_Price,Quantity,Discount_Percent,Gross_Sales,Discount_Amount,Net_Sales,Payment_Method,Customer_Segment,Return_Flag
TXN02814,2024-08-14,S003,Chennai Express,Chennai,Grocery,Pulses,144.88,4.0,15.0,579.52,86.93,492.59,Cash,Walk-in,No
TXN02815,2024-03-15,S005,Pune Retail Hub,Pune,Electronics,Laptop,43929.59,8.0,10.0,351436.72,35143.67,316293.05,Debit Card,Online,No
TXN02816,2024-11-19,S003,Chennai Express,Chennai,Stationery,Pen Box,94.39,1.0,20.0,94.39,18.88,75.51,Net Banking,Walk-in,No
TXN02817,2024-01-28,S002,Banjara Hills Mart,Hyderabad,Stationery,Notebook Set,192.5,7.0,15.0,1347.5,202.12,1145.38,Cash,Loyalty Member,No
TXN02818,2024-11-27,S004,Mumbai Metro Store,Mumbai,Electronics,Mobile Phone,9625.94,8.0,20.0,77007.52,15401.5,61606.02,Debit Card,Loyalty Member,No
TXN02819,2024-01-15,S002,Banjara Hills Mart,Hyderabad,Clothing,Jeans,1238.53,8.0,10.0,9908.24,990.82,8917.42,Cash,Loyalty Member,No
TXN02820,2024-09-23,S004,Mumbai Metro Store,Mumbai,Clothing,Jacket,2048.6,7.0,15.0,14340.2,2151.03,12189.17,Credit Card,Walk-in,No
TXN02821,2024-04-15,S005,Pune Retail Hub,Pune,Home Appliances,Mixer Grinder,2773.55,8.0,20.0,22188.4,4437.68,17750.72,Cash,Corporate,No
TXN02822,2024-07-29,S005,Pune Retail Hub,Pune,Grocery,Pulses,151.22,1.0,15.0,151.22,22.68,128.54,UPI,Walk-in,No
TXN02823,2024-07-08,S004,Mumbai Metro Store,Mumbai,Clothing,Jacket,1973.38,1.0,10.0,1973.38,197.34,1776.04,Credit Card,Walk-in,No
TXN02824,2024-09-09,S004,Mumbai Metro Store,Mumbai,Grocery,Rice (5kg),361.13,6.0,15.0,2166.78,325.02,1841.76,Net Banking,Walk-in,No
TXN02825,2024-03-22,S001,Hyderabad Central,Hyderabad,Home Appliances,Microwave,6536.58,7.0,0.0,45756.06,0.0,45756.06,Debit Card,Online,No
TXN02826,2024-11-26,S001,Hyderabad Central,Hyderabad,Stationery,Notebook Set,191.9,3.0,0.0,575.7,0.0,575.7,Credit Card,Loyalty Member,No
TXN02827,2024-03-22,S001,Hyderabad Central,Hyderabad,Home Appliances,Mixer Grinder,2819.69,6.0,5.0,16918.14,845.91,16072.23,Debit Card,Loyalty Member,No
TXN02828,2024-04-08,S005,Pune Retail Hub,Pune,Stationery,Pen Box,99.94,2.0,15.0,199.88,29.98,169.9,Cash,Online,No
TXN02829,2024-04-14,S004,Mumbai Metro Store,Mumbai,Electronics,Smart Watch,6189.94,5.0,0.0,30949.7,0.0,30949.7,Cash,Corporate,No
TXN02830,,S005,Pune Retail Hub,Pune,Stationery,Calculator,393.06,9.0,-5.0,,,,Net Banking,Corporate,No
TXN02831,2024-05-29,S001,Hyderabad Central,Hyderabad,Clothing,Saree,2597.68,1.0,20.0,2597.68,519.54,2078.14,UPI,Online,Yes
TXN02832,2024-04-04,S001,Hyderabad Central,Hyderabad,Electronics,Earphones,1500.23,6.0,10.0,9001.38,900.14,8101.24,Cash,Online,No
TXN02833,2024-07-28,S003,Chennai Express,Chennai,Home Appliances,Microwave,6785.3,2.0,20.0,13570.6,2714.12,10856.48,Credit Card,Online,No
TXN02834,2024-09-18,S004,Mumbai Metro Store,Mumbai,Grocery,Spices Pack,103.25,1.0,5.0,103.25,5.16,98.09,Net Banking,Walk-in,No
TXN02835,2024-10-30,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2876.75,4.0,15.0,11507.0,1726.05,9780.95,UPI,Walk-in,No
TXN02836,2024-10-24,S002,Banjara Hills Mart,Hyderabad,Electronics,Mobile Phone,9892.12,4.0,10.0,39568.48,3956.85,35611.63,Cash,Online,No
TXN02837,2024-08-12,S002,Banjara Hills Mart,Hyderabad,Grocery,Spices Pack,102.95,2.0,5.0,205.9,10.29,195.61,Cash,Loyalty Member,No
TXN02838,2024-12-19,S004,Mumbai Metro Store,Mumbai,Electronics,Mobile Phone,10163.07,4.0,0.0,40652.28,0.0,40652.28,Net Banking,Loyalty Member,No
TXN02839,2024-01-14,S001,Hyderabad Central,Hyderabad,Grocery,Flour (10kg),299.6,5.0,20.0,1498.0,299.6,1198.4,Debit Card,Corporate,Yes
TXN02840,2024-12-10,S005,Pune Retail Hub,Pune,Clothing,Jeans,1250.01,4.0,10.0,5000.04,500.0,4500.04,Debit Card,Loyalty Member,No
TXN02841,2024-03-23,S001,Hyderabad Central,Hyderabad,Clothing,Formal Shirt,867.95,3.0,20.0,2603.85,520.77,2083.08,Debit Card,Loyalty Member,No
TXN02842,2024-10-13,S003,Chennai Express,Chennai,Stationery,Notebook Set,206.29,6.0,20.0,1237.74,247.55,990.19,Debit Card,Online,No
TXN02843,2024-03-17,S005,Pune Retail Hub,Pune,Home Appliances,Mixer Grinder,2763.78,2.0,15.0,5527.56,829.13,4698.43,Net Banking,Corporate,No
TXN02844,2024-10-23,S005,Pune Retail Hub,Pune,Electronics,Mobile Phone,9888.56,3.0,20.0,29665.68,5933.14,23732.54,UPI,Loyalty Member,No
TXN02845,2024-01-12,S003,Chennai Express,Chennai,Stationery,File Folder,82.67,8.0,0.0,661.36,0.0,661.36,Debit Card,Corporate,No
TXN02846,2024-12-26,S005,Pune Retail Hub,Pune,Stationery,File Folder,78.3,3.0,20.0,234.9,46.98,187.92,Credit Card,Loyalty Member,No
TXN02847,2024-05-17,S005,Pune Retail Hub,Pune,Grocery,Flour (10kg),286.21,3.0,5.0,858.63,42.93,815.7,UPI,Online,No
TXN02848,2024-10-12,S003,Chennai Express,Chennai,Electronics,Smart Watch,5988.98,2.0,5.0,11977.96,598.9,11379.06,Debit Card,Corporate,No
TXN02849,2024-04-16,S003,Chennai Express,Chennai,Home Appliances,Microwave,6223.82,8.0,5.0,49790.56,2489.53,47301.03,Credit Card,Walk-in,No
TXN02850,2024-06-28,S003,Chennai Express,Chennai,Home Appliances,Water Purifier,8563.78,6.0,0.0,51382.68,0.0,51382.68,UPI,Loyalty Member,No
TXN02851,2024-06-11,S004,Mumbai Metro Store,Mumbai,Clothing,Formal Shirt,935.58,5.0,0.0,4677.9,0.0,4677.9,Credit Card,Loyalty Member,No
TXN02852,2024-04-05,S001,Hyderabad Central,Hyderabad,Stationery,Stapler,147.8,2.0,15.0,295.6,44.34,251.26,Cash,Online,No
TXN02853,2024-03-01,S004,Mumbai Metro Store,Mumbai,Clothing,Saree,2379.24,4.0,15.0,9516.96,1427.54,8089.42,UPI,Corporate,No
TXN02854,2024-08-29,S001,Hyderabad Central,Hyderabad,Home Appliances,Fan,1556.74,6.0,10.0,9340.44,934.04,8406.4,Cash,Corporate,No
TXN02855,2024-03-06,S003,Chennai Express,Chennai,Grocery,Flour (10kg),299.48,4.0,5.0,1197.92,59.9,1138.02,Credit Card,Loyalty Member,No
TXN02856,2024-05-30,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Microwave,6581.23,3.0,10.0,19743.69,1974.37,17769.32,Debit Card,Walk-in,No
TXN02857,2024-05-16,S005,Pune Retail Hub,Pune,Stationery,File Folder,78.78,5.0,20.0,393.9,78.78,315.12,Net Banking,Corporate,No
TXN02858,2024-02-22,S003,Chennai Express,Chennai,Home Appliances,Fan,1540.45,4.0,0.0,6161.8,0.0,6161.8,Debit Card,Online,No
TXN02859,2024-03-19,S003,Chennai Express,Chennai,Home Appliances,Fan,1675.76,1.0,15.0,1675.76,251.36,1424.4,Credit Card,Corporate,No
TXN02860,2024-11-02,S001,Hyderabad Central,Hyderabad,Grocery,Cooking Oil,191.15,5.0,10.0,955.75,95.58,860.17,UPI,Walk-in,No
TXN02861,2024-10-10,S001,Hyderabad Central,Hyderabad,Grocery,Pulses,154.13,7.0,15.0,1078.91,161.84,917.07,Debit Card,Corporate,No
TXN02862,2024-01-28,S003,Chennai Express,Chennai,Grocery,Flour (10kg),292.33,2.0,0.0,584.66,0.0,584.66,Cash,Walk-in,No
TXN02863,,S003,Chennai Express,Chennai,Electronics,Earphones,1566.48,6.0,-5.0,,,,Net Banking,Online,No
TXN02864,2024-01-06,S002,Banjara Hills Mart,Hyderabad,Stationery,File Folder,79.4,1.0,15.0,79.4,11.91,67.49,Cash,Online,No
TXN02865,2024-12-30,S005,Pune Retail Hub,Pune,Clothing,Saree,2484.12,5.0,15.0,12420.6,1863.09,10557.51,Credit Card,Loyalty Member,No
TXN02866,2024-07-13,S001,Hyderabad Central,Hyderabad,Home Appliances,Fan,1589.89,6.0,15.0,9539.34,1430.9,8108.44,Cash,Online,No
TXN02867,2024-09-22,S002,Banjara Hills Mart,Hyderabad,Grocery,Spices Pack,100.09,4.0,10.0,400.36,40.04,360.32,Debit Card,Loyalty Member,No
TXN02868,2024-04-22,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Iron Box,903.4,6.0,20.0,5420.4,1084.08,4336.32,Cash,Walk-in,No
TXN02869,2024-07-23,S003,Chennai Express,Chennai,Electronics,Smart Watch,6182.29,5.0,20.0,30911.45,6182.29,24729.16,Cash,Online,No
TXN02870,2024-07-25,S004,Mumbai Metro Store,Mumbai,Stationery,Notebook Set,207.03,3.0,0.0,621.09,0.0,621.09,Credit Card,Walk-in,No
TXN02871,2024-08-17,S003,Chennai Express,Chennai,Electronics,Earphones,1467.14,1.0,5.0,1467.14,73.36,1393.78,Credit Card,Walk-in,No
TXN02872,2024-04-19,S005,Pune Retail Hub,Pune,Grocery,Cooking Oil,180.68,7.0,20.0,1264.76,252.95,1011.81,Net Banking,Corporate,No
TXN02873,2024-07-22,S004,Mumbai Metro Store,Mumbai,Grocery,Rice (5kg),346.7,6.0,10.0,2080.2,208.02,1872.18,UPI,Online,No
TXN02874,2024-05-03,S004,Mumbai Metro Store,Mumbai,Clothing,Formal Shirt,909.82,4.0,10.0,3639.28,363.93,3275.35,Cash,Walk-in,No
TXN02875,2024-12-14,S001,Hyderabad Central,Hyderabad,Stationery,Pen Box,97.08,3.0,5.0,291.24,14.56,276.68,Net Banking,Loyalty Member,No
TXN02876,2024-02-23,S001,Hyderabad Central,Hyderabad,Grocery,Flour (10kg),306.26,1.0,0.0,306.26,0.0,306.26,UPI,Walk-in,No
TXN02877,2024-05-03,S004,Mumbai Metro Store,Mumbai,Home Appliances,Microwave,6650.17,5.0,5.0,33250.85,1662.54,31588.31,Credit Card,Online,No
TXN02878,2024-01-28,S001,Hyderabad Central,Hyderabad,Stationery,File Folder,82.2,2.0,10.0,164.4,16.44,147.96,Cash,Online,No
TXN02879,2024-03-09,S002,Banjara Hills Mart,Hyderabad,Stationery,File Folder,78.8,2.0,10.0,157.6,15.76,141.84,Net Banking,Corporate,No
TXN02880,,S002,Banjara Hills Mart,Hyderabad,Electronics,Smart Watch,6201.77,,101.0,,,,Debit Card,Walk-in,No
TXN02881,2024-11-02,S003,Chennai Express,Chennai,Electronics,Earphones,1473.46,3.0,10.0,4420.38,442.04,3978.34,Debit Card,Walk-in,No
TXN02882,2024-08-07,S003,Chennai Express,Chennai,Clothing,Saree,2461.95,1.0,20.0,2461.95,492.39,1969.56,UPI,Loyalty Member,No
TXN02883,2024-10-22,S004,Mumbai Metro Store,Mumbai,Stationery,Pen Box,97.71,8.0,10.0,781.68,78.17,703.51,Debit Card,Corporate,No
TXN02884,2024-01-21,S001,Hyderabad Central,Hyderabad,Clothing,Jacket,1928.17,7.0,15.0,13497.19,2024.58,11472.61,Credit Card,Online,No
TXN02885,2024-05-20,S005,Pune Retail Hub,Pune,Electronics,Tablet,19595.85,5.0,15.0,97979.25,14696.89,83282.36,Cash,Loyalty Member,No
TXN02886,2024-02-25,S004,Mumbai Metro Store,Mumbai,Electronics,Tablet,19780.15,4.0,15.0,79120.6,11868.09,67252.51,Cash,Corporate,No
TXN02887,2024-07-03,S004,Mumbai Metro Store,Mumbai,Grocery,Rice (5kg),366.31,6.0,10.0,2197.86,219.79,1978.07,Cash,Corporate,No
TXN02888,2024-12-29,S005,Pune Retail Hub,Pune,Electronics,Laptop,45266.5,1.0,0.0,45266.5,0.0,45266.5,Debit Card,Corporate,No
TXN02889,2024-04-18,S002,Banjara Hills Mart,Hyderabad,Stationery,Notebook Set,206.69,1.0,5.0,206.69,10.33,196.36,Cash,Online,No
TXN02890,2024-06-14,S005,Pune Retail Hub,Pune,Grocery,Spices Pack,99.85,1.0,10.0,99.85,9.98,89.87,Debit Card,Online,No
TXN02891,2024-12-21,S001,Hyderabad Central,Hyderabad,Clothing,T-Shirt,596.85,5.0,0.0,2984.25,0.0,2984.25,UPI,Walk-in,No
TXN02892,2024-04-19,S001,Hyderabad Central,Hyderabad,Home Appliances,Microwave,6188.15,7.0,20.0,43317.05,8663.41,34653.64,UPI,Online,No
TXN02893,2024-09-02,S001,Hyderabad Central,Hyderabad,Electronics,Mobile Phone,9841.21,4.0,20.0,39364.84,7872.97,31491.87,Cash,Walk-in,No
TXN02894,2024-02-16,S003,Chennai Express,Chennai,Stationery,Calculator,408.24,6.0,15.0,2449.44,367.42,2082.02,Credit Card,Loyalty Member,No
TXN02895,2024-10-29,S005,Pune Retail Hub,Pune,Grocery,Flour (10kg),287.45,7.0,5.0,2012.15,100.61,1911.54,Cash,Online,No
TXN02896,2024-10-22,S001,Hyderabad Central,Hyderabad,Clothing,T-Shirt,625.92,2.0,10.0,1251.84,125.18,1126.66,UPI,Loyalty Member,No
TXN02897,2024-01-06,S005,Pune Retail Hub,Pune,Electronics,Laptop,46287.92,1.0,0.0,46287.92,0.0,46287.92,Cash,Loyalty Member,No
TXN02898,2024-12-16,S001,Hyderabad Central,Hyderabad,Electronics,Tablet,18257.35,4.0,20.0,73029.4,14605.88,58423.52,UPI,Walk-in,No
TXN02899,2024-02-22,S003,Chennai Express,Chennai,Home Appliances,Fan,1660.32,8.0,0.0,13282.56,0.0,13282.56,Credit Card,Loyalty Member,No
TXN02900,2024-06-29,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Water Purifier,8838.06,6.0,20.0,53028.36,10605.67,42422.69,Debit Card,Online,No
TXN02901,2024-11-24,S004,Mumbai Metro Store,Mumbai,Grocery,Spices Pack,95.85,7.0,0.0,670.95,0.0,670.95,UPI,Walk-in,No
TXN02902,2024-02-22,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Fan,1570.65,4.0,15.0,6282.6,942.39,5340.21,Credit Card,Corporate,No
TXN02903,2024-01-18,S004,Mumbai Metro Store,Mumbai,Stationery,Stapler,154.96,6.0,10.0,929.76,92.98,836.78,Cash,Loyalty Member,No
TXN02904,2024-08-29,S001,Hyderabad Central,Hyderabad,Electronics,Smart Watch,5738.38,8.0,5.0,45907.04,2295.35,43611.69,UPI,Corporate,No
TXN02905,2024-06-07,S001,Hyderabad Central,Hyderabad,Clothing,Jacket,1998.1,7.0,20.0,13986.7,2797.34,11189.36,Cash,Corporate,No
TXN02906,2024-12-18,S003,Chennai Express,Chennai,Electronics,Mobile Phone,9876.7,7.0,20.0,69136.9,13827.38,55309.52,Net Banking,Walk-in,No
TXN02907,2024-10-19,S003,Chennai Express,Chennai,Clothing,Jacket,2054.8,1.0,15.0,2054.8,308.22,1746.58,Net Banking,Corporate,No
TXN02908,2024-02-04,S003,Chennai Express,Chennai,Electronics,Tablet,19626.02,2.0,0.0,39252.04,0.0,39252.04,UPI,Corporate,No
TXN02909,2024-10-28,S005,Pune Retail Hub,Pune,Stationery,File Folder,80.08,6.0,5.0,480.48,24.02,456.46,Cash,Online,No
TXN02910,2024-03-08,S005,Pune Retail Hub,Pune,Grocery,Pulses,141.78,5.0,15.0,708.9,106.33,602.57,Cash,Walk-in,No
TXN02911,2024-01-13,S003,Chennai Express,Chennai,Electronics,Smart Watch,6234.61,6.0,0.0,37407.66,0.0,37407.66,Net Banking,Corporate,No
TXN02912,2024-02-03,S004,Mumbai Metro Store,Mumbai,Home Appliances,Microwave,6324.22,3.0,20.0,18972.66,3794.53,15178.13,Cash,Online,No
TXN02913,2024-01-17,S004,Mumbai Metro Store,Mumbai,Clothing,T-Shirt,626.5,1.0,15.0,626.5,93.97,532.53,Debit Card,Online,No
TXN02914,2024-05-06,S002,Banjara Hills Mart,Hyderabad,Electronics,Smart Watch,5718.99,6.0,20.0,34313.94,6862.79,27451.15,Cash,Online,No
TXN02915,2024-02-22,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Microwave,6288.95,3.0,5.0,18866.85,943.34,17923.51,Debit Card,Loyalty Member,No
TXN02916,2024-03-15,S005,Pune Retail Hub,Pune,Home Appliances,Water Purifier,8729.23,3.0,20.0,26187.69,5237.54,20950.15,Credit Card,Walk-in,No
TXN02917,,S005,Pune Retail Hub,Pune,Electronics,Laptop,46370.26,10.0,-5.0,,,,Debit Card,Corporate,Yes
TXN02918,2024-09-07,S004,Mumbai Metro Store,Mumbai,Electronics,Earphones,1530.15,1.0,10.0,1530.15,153.01,1377.14,Credit Card,Online,No
TXN02919,,S002,Banjara Hills Mart,Hyderabad,Stationery,Stapler,146.01,,101.0,,,,UPI,Online,No
TXN02920,2024-08-14,S003,Chennai Express,Chennai,Clothing,Saree,2466.1,7.0,20.0,17262.7,3452.54,13810.16,Cash,Online,No
TXN02921,,S004,Mumbai Metro Store,Mumbai,Electronics,Mobile Phone,9931.68,3.0,101.0,,,,Cash,Online,Yes
TXN02922,2024-06-04,S001,Hyderabad Central,Hyderabad,Home Appliances,Microwave,6244.57,4.0,15.0,24978.28,3746.74,21231.54,Cash,Online,No
TXN02923,2024-12-29,S002,Banjara Hills Mart,Hyderabad,Electronics,Smart Watch,5873.01,7.0,20.0,41111.07,8222.21,32888.86,Net Banking,Corporate,No
TXN02924,2024-04-09,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Water Purifier,8646.05,8.0,10.0,69168.4,6916.84,62251.56,Debit Card,Corporate,No
TXN02925,2024-09-12,S004,Mumbai Metro Store,Mumbai,Grocery,Spices Pack,100.16,2.0,0.0,200.32,0.0,200.32,Debit Card,Online,No
TXN02926,2024-10-09,S003,Chennai Express,Chennai,Home Appliances,Fan,1556.13,1.0,20.0,1556.13,311.23,1244.9,UPI,Walk-in,No
TXN02927,2024-07-21,S003,Chennai Express,Chennai,Home Appliances,Mixer Grinder,2840.13,6.0,0.0,17040.78,0.0,17040.78,Cash,Corporate,No
TXN02928,2024-03-14,S002,Banjara Hills Mart,Hyderabad,Electronics,Smart Watch,5755.59,2.0,5.0,11511.18,575.56,10935.62,UPI,Online,No
TXN02929,2024-11-23,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2922.43,2.0,5.0,5844.86,292.24,5552.62,UPI,Walk-in,No
TXN02930,2024-01-02,S002,Banjara Hills Mart,Hyderabad,Clothing,Jeans,1238.88,7.0,10.0,8672.16,867.22,7804.94,UPI,Online,No
TXN02931,2024-03-14,S005,Pune Retail Hub,Pune,Clothing,Jeans,1274.4,4.0,10.0,5097.6,509.76,4587.84,UPI,Walk-in,No
TXN02932,2024-12-01,S004,Mumbai Metro Store,Mumbai,Electronics,Earphones,1456.23,3.0,15.0,4368.69,655.3,3713.39,UPI,Online,Yes
TXN02933,2024-02-07,S005,Pune Retail Hub,Pune,Clothing,Jacket,2085.7,7.0,20.0,14599.9,2919.98,11679.92,Debit Card,Loyalty Member,No
TXN02934,2024-03-28,S005,Pune Retail Hub,Pune,Stationery,Calculator,402.63,2.0,5.0,805.26,40.26,765.0,Cash,Walk-in,No
TXN02935,2024-05-21,S002,Banjara Hills Mart,Hyderabad,Stationery,Pen Box,98.84,3.0,10.0,296.52,29.65,266.87,Credit Card,Online,No
TXN02936,2024-12-24,S003,Chennai Express,Chennai,Electronics,Smart Watch,5879.87,8.0,0.0,47038.96,0.0,47038.96,Debit Card,Corporate,No
TXN02937,2024-07-22,S001,Hyderabad Central,Hyderabad,Clothing,Saree,2606.12,6.0,5.0,15636.72,781.84,14854.88,Net Banking,Corporate,No
TXN02938,2024-10-06,S003,Chennai Express,Chennai,Grocery,Cooking Oil,189.56,7.0,15.0,1326.92,199.04,1127.88,Debit Card,Online,No
TXN02939,2024-06-26,S002,Banjara Hills Mart,Hyderabad,Grocery,Pulses,143.81,2.0,10.0,287.62,28.76,258.86,Credit Card,Corporate,No
TXN02940,,S004,Mumbai Metro Store,Mumbai,Grocery,Spices Pack,97.8,9.0,-5.0,,,,Credit Card,Corporate,No
TXN02941,2024-03-12,S002,Banjara Hills Mart,Hyderabad,Grocery,Rice (5kg),360.21,8.0,0.0,2881.68,0.0,2881.68,Debit Card,Loyalty Member,No
TXN02942,2024-10-11,S003,Chennai Express,Chennai,Clothing,Saree,2519.2,4.0,10.0,10076.8,1007.68,9069.12,Credit Card,Walk-in,No
TXN02943,2024-01-21,S005,Pune Retail Hub,Pune,Clothing,Jacket,2087.66,6.0,10.0,12525.96,1252.6,11273.36,Debit Card,Corporate,No
TXN02944,2024-11-08,S005,Pune Retail Hub,Pune,Home Appliances,Microwave,6805.21,8.0,15.0,54441.68,8166.25,46275.43,Cash,Corporate,No
TXN02945,2024-05-07,S003,Chennai Express,Chennai,Home Appliances,Fan,1643.83,1.0,15.0,1643.83,246.57,1397.26,Cash,Walk-in,No
TXN02946,2024-01-17,S004,Mumbai Metro Store,Mumbai,Clothing,Jacket,1991.33,5.0,15.0,9956.65,1493.5,8463.15,UPI,Online,No
TXN02947,,S005,Pune Retail Hub,Pune,Grocery,Cooking Oil,195.23,1.0,-5.0,,,,Credit Card,Corporate,No
TXN02948,2024-09-10,S005,Pune Retail Hub,Pune,Grocery,Flour (10kg),299.65,4.0,0.0,1198.6,0.0,1198.6,Net Banking,Online,No
TXN02949,2024-07-22,S003,Chennai Express,Chennai,Clothing,Jacket,2094.87,2.0,15.0,4189.74,628.46,3561.28,Net Banking,Online,No
TXN02950,2024-06-15,S001,Hyderabad Central,Hyderabad,Clothing,T-Shirt,617.73,5.0,10.0,3088.65,308.87,2779.78,Debit Card,Walk-in,No
TXN02951,2024-08-01,S004,Mumbai Metro Store,Mumbai,Clothing,Saree,2439.46,3.0,15.0,7318.38,1097.76,6220.62,Cash,Walk-in,No
TXN02952,2024-10-09,S003,Chennai Express,Chennai,Stationery,Calculator,379.84,6.0,10.0,2279.04,227.9,2051.14,Net Banking,Online,No
TXN02953,2024-02-02,S001,Hyderabad Central,Hyderabad,Electronics,Tablet,19523.69,4.0,5.0,78094.76,3904.74,74190.02,Net Banking,Corporate,No
TXN02954,2024-04-01,S002,Banjara Hills Mart,Hyderabad,Electronics,Mobile Phone,9613.2,7.0,10.0,67292.4,6729.24,60563.16,Credit Card,Walk-in,No
TXN02955,2024-12-16,S004,Mumbai Metro Store,Mumbai,Clothing,T-Shirt,582.16,5.0,0.0,2910.8,0.0,2910.8,Cash,Online,Yes
TXN02956,,S004,Mumbai Metro Store,Mumbai,Stationery,Stapler,143.43,2.0,-5.0,,,,Credit Card,Walk-in,Yes
TXN02957,2024-10-11,S003,Chennai Express,Chennai,Grocery,Rice (5kg),334.61,6.0,5.0,2007.66,100.38,1907.28,UPI,Walk-in,No
TXN02958,2024-05-27,S001,Hyderabad Central,Hyderabad,Home Appliances,Iron Box,937.39,8.0,20.0,7499.12,1499.82,5999.3,Net Banking,Online,No
TXN02959,2024-11-25,S005,Pune Retail Hub,Pune,Electronics,Tablet,19746.03,3.0,10.0,59238.09,5923.81,53314.28,Credit Card,Walk-in,No
TXN02960,2024-07-27,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Mixer Grinder,2879.91,8.0,20.0,23039.28,4607.86,18431.42,Credit Card,Loyalty Member,No
TXN02961,2024-10-19,S002,Banjara Hills Mart,Hyderabad,Stationery,Stapler,154.63,2.0,20.0,309.26,61.85,247.41,Cash,Walk-in,No
TXN02962,2024-03-21,S001,Hyderabad Central,Hyderabad,Grocery,Cooking Oil,188.45,1.0,20.0,188.45,37.69,150.76,UPI,Online,Yes
TXN02963,2024-02-21,S001,Hyderabad Central,Hyderabad,Clothing,Saree,2557.79,8.0,15.0,20462.32,3069.35,17392.97,Net Banking,Corporate,No
TXN02964,2024-11-10,S005,Pune Retail Hub,Pune,Electronics,Earphones,1470.56,3.0,10.0,4411.68,441.17,3970.51,Credit Card,Walk-in,No
TXN02965,,S005,Pune Retail Hub,Pune,Home Appliances,Microwave,6818.99,5.0,-5.0,,,,Net Banking,Walk-in,Yes
TXN02966,2024-02-09,S001,Hyderabad Central,Hyderabad,Electronics,Mobile Phone,9900.38,1.0,20.0,9900.38,1980.08,7920.3,UPI,Walk-in,No
TXN02967,2024-10-24,S002,Banjara Hills Mart,Hyderabad,Clothing,Saree,2557.89,4.0,15.0,10231.56,1534.73,8696.83,Credit Card,Online,No
TXN02968,2024-07-10,S005,Pune Retail Hub,Pune,Stationery,File Folder,79.75,8.0,15.0,638.0,95.7,542.3,Debit Card,Corporate,No
TXN02969,2024-08-18,S004,Mumbai Metro Store,Mumbai,Stationery,Calculator,407.15,7.0,15.0,2850.05,427.51,2422.54,Net Banking,Corporate,No
TXN02970,2024-12-16,S003,Chennai Express,Chennai,Electronics,Smart Watch,6157.46,5.0,15.0,30787.3,4618.1,26169.2,Debit Card,Corporate,No
TXN02971,2024-02-05,S004,Mumbai Metro Store,Mumbai,Clothing,Formal Shirt,940.54,5.0,15.0,4702.7,705.4,3997.3,Cash,Corporate,Yes
TXN02972,2024-08-14,S003,Chennai Express,Chennai,Grocery,Flour (10kg),291.61,2.0,10.0,583.22,58.32,524.9,UPI,Corporate,No
TXN02973,2024-09-02,S001,Hyderabad Central,Hyderabad,Electronics,Mobile Phone,10411.24,1.0,15.0,10411.24,1561.69,8849.55,Debit Card,Walk-in,Yes
TXN02974,2024-04-23,S003,Chennai Express,Chennai,Grocery,Flour (10kg),302.26,5.0,20.0,1511.3,302.26,1209.04,Cash,Online,No
TXN02975,2024-09-27,S003,Chennai Express,Chennai,Grocery,Cooking Oil,179.61,3.0,20.0,538.83,107.77,431.06,Net Banking,Loyalty Member,No
TXN02976,2024-09-13,S002,Banjara Hills Mart,Hyderabad,Home Appliances,Iron Box,881.47,1.0,10.0,881.47,88.15,793.32,Credit Card,Loyalty Member,No
TXN02977,2024-06-29,S002,Banjara Hills Mart,Hyderabad,Grocery,Spices Pack,101.34,4.0,0.0,405.36,0.0,405.36,UPI,Walk-in,No
TXN02978,2024-10-20,S004,Mumbai Metro Store,Mumbai,Home Appliances,Microwave,6549.84,2.0,5.0,13099.68,654.98,12444.7,Debit Card,Walk-in,No
TXN02979,2024-08-27,S002,Banjara Hills Mart,Hyderabad,Clothing,Jeans,1235.98,3.0,0.0,3707.94,0.0,3707.94,Credit Card,Online,No
TXN02980,2024-04-15,S005,Pune Retail Hub,Pune,Electronics,Tablet,18357.78,2.0,0.0,36715.56,0.0,36715.56,Net Banking,Corporate,No
TXN02981,2024-08-10,S004,Mumbai Metro Store,Mumbai,Grocery,Spices Pack,98.34,8.0,20.0,786.72,157.34,629.38,Debit Card,Online,No
TXN02982,2024-10-06,S001,Hyderabad Central,Hyderabad,Grocery,Rice (5kg),336.35,8.0,20.0,2690.8,538.16,2152.64,Cash,Online,No
TXN02983,2024-12-04,S001,Hyderabad Central,Hyderabad,Clothing,T-Shirt,603.15,4.0,10.0,2412.6,241.26,2171.34,Credit Card,Loyalty Member,No
TXN02984,2024-03-05,S005,Pune Retail Hub,Pune,Electronics,Earphones,1433.93,3.0,15.0,4301.79,645.27,3656.52,Credit Card,Corporate,No
TXN02985,2024-01-29,S003,Chennai Express,Chennai,Grocery,Spices Pack,95.76,2.0,5.0,191.52,9.58,181.94,Cash,Online,No
